É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/01/04 18:11:35

,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû
1952/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 9:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 12:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 15:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 18:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 21:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1952/1/2 00:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,1,,,0,1,,,0,1,,0,,0,1
1953/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 3:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 6:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 9:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 12:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 15:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 18:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 21:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1953/1/2 00:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 3:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 6:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 9:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 12:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 15:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 18:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 21:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1954/1/2 00:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 3:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 6:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 9:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 12:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 15:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 18:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 21:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1955/1/2 00:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 3:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 6:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 9:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 12:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 15:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 18:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 21:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1956/1/2 00:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 3:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 6:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 9:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 12:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 15:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 18:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 21:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1957/1/2 00:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 3:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 6:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 9:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 12:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 15:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 18:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 21:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1958/1/2 00:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.1,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.6,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 3:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.2,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.1,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.2,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 6:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.9,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.3,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.8,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 9:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,1.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,1.3,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,1.9,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 12:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.9,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.8,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,3.9,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 15:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,4.5,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,1.9,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,2.6,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 18:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,1.9,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,2.4,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,4.2,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 21:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,3.1,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.8,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.6,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1959/1/2 00:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.1,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,5.5,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,14.8,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 3:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,8.9,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.2,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
